Id,SalePrice
1461,185.69979539842655
1462,141.2182750620968
1463,143.81678899439694
1464,143.9774180858465
1465,150.26658449527434
1466,143.70619538600815
1467,143.55179526806273
1468,143.91437330844784
1469,143.60395993792517
1470,162.92726793224617
1471,144.2802991077476
1472,141.89611775781125
1473,143.6636905810987
1474,142.2068438846442
1475,142.1777260939443
1476,145.20962261264717
1477,145.09929547752796
1478,144.9023553031844
1479,144.95617245222766
1480,144.82255335312834
1481,144.74963961761125
1482,144.81257174757738
1483,144.54239271537216
1484,144.51648016588135
1485,144.4520006306868
1486,144.47674366982127
1487,151.7109452637596
1488,144.79661579705424
1489,145.02264502530954
1490,152.26298343690414
1491,144.280182152956
1492,118.40002189411928
1493,220.86953832630343
1494,265.18363331896757
1495,143.89776272946943
1496,144.78633475027678
1497,144.3870284916809
1498,144.3982732915072
1499,155.68033166002522
1500,144.2623424628712
1501,144.14604240937044
1502,144.32823845558588
1503,145.14486473026432
1504,144.34563702344508
1505,144.69109997111934
1506,142.1200990141828
1507,143.71720267635143
1508,155.18559421049306
1509,141.8680107002862
1510,141.62309408370945
1511,111.69419186494966
1512,149.24151421026286
1513,141.58953737784864
1514,141.56927375892968
1515,143.93623357697828
1516,102.85213971628522
1517,141.8468938722112
1518,141.2761539491247
1519,144.41319355163478
1520,184.99479155044372
1521,141.17529029339272
1522,148.57022137612796
1523,140.8947914480724
1524,140.57779380683576
1525,98.22777023109018
1526,140.9135148521109
1527,143.15091819698043
1528,187.45221568487457
1529,236.0432079114285
1530,191.8742918644428
1531,137.601067006858
1532,104.42312935011121
1533,262.7283115052169
1534,139.8003887876892
1535,108.8519828852364
1536,98.72523974651465
1537,138.97476635616397
1538,96.61597276277084
1539,144.2573466203055
1540,133.11032862293553
1541,141.89235572213252
1542,140.4048122906418
1543,124.23849422564575
1544,128.39095631081653
1545,110.69327040887397
1546,142.29221568214962
1547,181.1625945472945
1548,128.26765857453182
1549,134.29339970967328
1550,139.43159968368585
1551,106.46934345714776
1552,95.70261019749461
1553,145.29403171704584
1554,110.28108011947891
1555,141.4975319231413
1556,95.39291232522902
1557,95.68308381197234
1558,128.31778954499805
1559,94.65694776319158
1560,137.96120479740603
1561,141.65590433875715
1562,262.9813571346155
1563,141.85928275589566
1564,142.622372492367
1565,263.22765845620006
1566,142.71633567182363
1567,140.00500306284067
1568,142.64485818647472
1569,246.10205340156682
1570,234.7863115957732
1571,140.32968098912465
1572,140.74291169030786
1573,144.9118135951626
1574,141.53330229663774
1575,150.84432461978898
1576,144.1173705156645
1577,144.7946108432481
1578,140.97356993083596
1579,143.83368765133469
1580,143.89690255481196
1581,263.61572268148353
1582,142.27836681888036
1583,144.72865044859233
1584,144.02825890560703
1585,144.2519861117104
1586,139.78721181886814
1587,126.73134925885748
1588,99.39672228796026
1589,148.08528121558376
1590,142.26823657208968
1591,140.9069302377079
1592,133.43928896419143
1593,147.30224611813406
1594,141.48951725319714
1595,139.1232540277402
1596,186.7559343465254
1597,140.461526193208
1598,143.67565218984936
1599,143.65971852469798
1600,143.73664774329015
1601,140.35776473374605
1602,147.88220861191027
1603,94.45157306031382
1604,152.10825600208798
1605,144.09211856306737
1606,142.56294400063283
